airline_code,ticket_price,airline_name,from_city,to_city,from_date,to_date,crawl_date
LO,2884.88,LOT Polish Airlines,MUC,CCU,2020-01-04,2020-01-24,2020-01-03
QF,8591.44,Qantas Airways,MUC,CCU,2020-01-04,2020-01-24,2020-01-03
TK,682.78,Turkish Airlines,MUC,CCU,2020-01-10,2020-01-30,2020-01-03
KL,707.37,KLM Royal Dutch Airlines,MUC,CCU,2020-01-10,2020-01-30,2020-01-03
EY,823.43,Etihad,MUC,CCU,2020-01-10,2020-01-30,2020-01-03
EK,826.44,Emirates,MUC,CCU,2020-01-10,2020-01-30,2020-01-03
QR,831.46,Qatar Airways,MUC,CCU,2020-01-10,2020-01-30,2020-01-03
TG,908.22,Thai Airways,MUC,CCU,2020-01-10,2020-01-30,2020-01-03
LH,999.85,Lufthansa,MUC,CCU,2020-01-10,2020-01-30,2020-01-03
AI,1075.14,Air India,MUC,CCU,2020-01-10,2020-01-30,2020-01-03
SQ,1129.78,Singapore Airlines,MUC,CCU,2020-01-10,2020-01-30,2020-01-03
BA,1285.25,British Airways,MUC,CCU,2020-01-10,2020-01-30,2020-01-03
LX,3904.99,Swiss Air,MUC,CCU,2020-01-10,2020-01-30,2020-01-03
QF,8591.44,Qantas Airways,MUC,CCU,2020-01-10,2020-01-30,2020-01-03
TK,682.78,Turkish Airlines,MUC,CCU,2020-01-18,2020-02-07,2020-01-03
KL,707.37,KLM Royal Dutch Airlines,MUC,CCU,2020-01-18,2020-02-07,2020-01-03
UL,711.44,Sri Lankan Airlines,MUC,CCU,2020-01-18,2020-02-07,2020-01-03
EK,846.44,Emirates,MUC,CCU,2020-01-18,2020-02-07,2020-01-03
QR,851.46,Qatar Airways,MUC,CCU,2020-01-18,2020-02-07,2020-01-03
LH,898.34,Lufthansa,MUC,CCU,2020-01-18,2020-02-07,2020-01-03
TG,908.22,Thai Airways,MUC,CCU,2020-01-18,2020-02-07,2020-01-03
SQ,989.78,Singapore Airlines,MUC,CCU,2020-01-18,2020-02-07,2020-01-03
AI,1075.14,Air India,MUC,CCU,2020-01-18,2020-02-07,2020-01-03
BA,1320.25,British Airways,MUC,CCU,2020-01-18,2020-02-07,2020-01-03
MU,1521.1,China Eastern Airlines,MUC,CCU,2020-01-18,2020-02-07,2020-01-03
EY,1544.43,Etihad,MUC,CCU,2020-01-18,2020-02-07,2020-01-03
QF,8591.44,Qantas Airways,MUC,CCU,2020-01-18,2020-02-07,2020-01-03
TK,682.78,Turkish Airlines,MUC,CCU,2020-02-02,2020-02-22,2020-01-03
KL,707.37,KLM Royal Dutch Airlines,MUC,CCU,2020-02-02,2020-02-22,2020-01-03
EK,826.44,Emirates,MUC,CCU,2020-02-02,2020-02-22,2020-01-03
QR,831.46,Qatar Airways,MUC,CCU,2020-02-02,2020-02-22,2020-01-03
EY,843.43,Etihad,MUC,CCU,2020-02-02,2020-02-22,2020-01-03
LH,939.85,Lufthansa,MUC,CCU,2020-02-02,2020-02-22,2020-01-03
SQ,1019.78,Singapore Airlines,MUC,CCU,2020-02-02,2020-02-22,2020-01-03
TG,1038.22,Thai Airways,MUC,CCU,2020-02-02,2020-02-22,2020-01-03
AI,1064.16,Air India,MUC,CCU,2020-02-02,2020-02-22,2020-01-03
BA,1384.25,British Airways,MUC,CCU,2020-02-02,2020-02-22,2020-01-03
QF,8591.44,Qantas Airways,MUC,CCU,2020-02-02,2020-02-22,2020-01-03
TK,682.78,Turkish Airlines,MUC,CCU,2020-03-03,2020-03-23,2020-01-03
KL,709.75,KLM Royal Dutch Airlines,MUC,CCU,2020-03-03,2020-03-23,2020-01-03
EY,803.43,Etihad,MUC,CCU,2020-03-03,2020-03-23,2020-01-03
EK,806.44,Emirates,MUC,CCU,2020-03-03,2020-03-23,2020-01-03
QR,811.46,Qatar Airways,MUC,CCU,2020-03-03,2020-03-23,2020-01-03
LH,900.05,Lufthansa,MUC,CCU,2020-03-03,2020-03-23,2020-01-03
TG,952.22,Thai Airways,MUC,CCU,2020-03-03,2020-03-23,2020-01-03
SQ,989.78,Singapore Airlines,MUC,CCU,2020-03-03,2020-03-23,2020-01-03
AI,1049.16,Air India,MUC,CCU,2020-03-03,2020-03-23,2020-01-03
BA,1285.25,British Airways,MUC,CCU,2020-03-03,2020-03-23,2020-01-03
QF,8591.44,Qantas Airways,MUC,CCU,2020-03-03,2020-03-23,2020-01-03
KL,739.93,KLM Royal Dutch Airlines,MUC,CCU,2020-04-02,2020-04-22,2020-01-03
TG,816.04,Thai Airways,MUC,CCU,2020-04-02,2020-04-22,2020-01-03
LH,883.64,Lufthansa,MUC,CCU,2020-04-02,2020-04-22,2020-01-03
QR,908.28,Qatar Airways,MUC,CCU,2020-04-02,2020-04-22,2020-01-03
EK,955.26,Emirates,MUC,CCU,2020-04-02,2020-04-22,2020-01-03
SQ,1038.6,Singapore Airlines,MUC,CCU,2020-04-02,2020-04-22,2020-01-03
EY,1084.25,Etihad,MUC,CCU,2020-04-02,2020-04-22,2020-01-03
AI,1133.96,Air India,MUC,CCU,2020-04-02,2020-04-22,2020-01-03
TK,1146.6,Turkish Airlines,MUC,CCU,2020-04-02,2020-04-22,2020-01-03
BA,1654.75,British Airways,MUC,CCU,2020-04-02,2020-04-22,2020-01-03
UL,2814.26,Sri Lankan Airlines,MUC,CCU,2020-04-02,2020-04-22,2020-01-03
MU,3974.12,China Eastern Airlines,MUC,CCU,2020-04-02,2020-04-22,2020-01-03
QF,8610.26,Qantas Airways,MUC,CCU,2020-04-02,2020-04-22,2020-01-03
CX,8967.22,Cathay Pacific,MUC,CCU,2020-04-02,2020-04-22,2020-01-03
LX,627.1,Swiss Air,MUC,BOM,2020-01-04,2020-01-24,2020-01-03
KL,694.48,KLM Royal Dutch Airlines,MUC,BOM,2020-01-04,2020-01-24,2020-01-03
AF,694.6,Air France,MUC,BOM,2020-01-04,2020-01-24,2020-01-03
KU,695.31,Kuwait Airways,MUC,BOM,2020-01-04,2020-01-24,2020-01-03
WY,727.99,Oman Air,MUC,BOM,2020-01-04,2020-01-24,2020-01-03
BA,775.36,British Airways,MUC,BOM,2020-01-04,2020-01-24,2020-01-03
QR,783.57,Qatar Airways,MUC,BOM,2020-01-04,2020-01-24,2020-01-03
LH,832.6,Lufthansa,MUC,BOM,2020-01-04,2020-01-24,2020-01-03
EK,841.55,Emirates,MUC,BOM,2020-01-04,2020-01-24,2020-01-03
EY,857.54,Etihad,MUC,BOM,2020-01-04,2020-01-24,2020-01-03
AZ,982.09,Alitalia,MUC,BOM,2020-01-04,2020-01-24,2020-01-03
AI,1060.89,Air India,MUC,BOM,2020-01-04,2020-01-24,2020-01-03
CA,1072.09,Air China,MUC,BOM,2020-01-04,2020-01-24,2020-01-03
TK,1089.89,Turkish Airlines,MUC,BOM,2020-01-04,2020-01-24,2020-01-03
QF,7750.55,Qantas Airways,MUC,BOM,2020-01-04,2020-01-24,2020-01-03
KL,526.42,KLM Royal Dutch Airlines,MUC,BOM,2020-01-10,2020-01-30,2020-01-03
AF,526.54,Air France,MUC,BOM,2020-01-10,2020-01-30,2020-01-03
MS,568.45,Egypt Air,MUC,BOM,2020-01-10,2020-01-30,2020-01-03
WY,607.93,Oman Air,MUC,BOM,2020-01-10,2020-01-30,2020-01-03
EK,618.49,Emirates,MUC,BOM,2020-01-10,2020-01-30,2020-01-03
EY,619.48,Etihad,MUC,BOM,2020-01-10,2020-01-30,2020-01-03
LX,627.04,Swiss Air,MUC,BOM,2020-01-10,2020-01-30,2020-01-03
BA,670.3,British Airways,MUC,BOM,2020-01-10,2020-01-30,2020-01-03
QR,723.51,Qatar Airways,MUC,BOM,2020-01-10,2020-01-30,2020-01-03
LH,732.69,Lufthansa,MUC,BOM,2020-01-10,2020-01-30,2020-01-03
TK,824.83,Turkish Airlines,MUC,BOM,2020-01-10,2020-01-30,2020-01-03
AZ,967.03,Alitalia,MUC,BOM,2020-01-10,2020-01-30,2020-01-03
QF,7750.49,Qantas Airways,MUC,BOM,2020-01-10,2020-01-30,2020-01-03
AF,526.54,Air France,MUC,BOM,2020-01-18,2020-02-07,2020-01-03
KL,548.42,KLM Royal Dutch Airlines,MUC,BOM,2020-01-18,2020-02-07,2020-01-03
LX,626.33,Swiss Air,MUC,BOM,2020-01-18,2020-02-07,2020-01-03
WY,627.93,Oman Air,MUC,BOM,2020-01-18,2020-02-07,2020-01-03
EK,638.49,Emirates,MUC,BOM,2020-01-18,2020-02-07,2020-01-03
LH,666.83,Lufthansa,MUC,BOM,2020-01-18,2020-02-07,2020-01-03
BA,670.3,British Airways,MUC,BOM,2020-01-18,2020-02-07,2020-01-03
KU,722.25,Kuwait Airways,MUC,BOM,2020-01-18,2020-02-07,2020-01-03
EY,743.48,Etihad,MUC,BOM,2020-01-18,2020-02-07,2020-01-03
QR,763.51,Qatar Airways,MUC,BOM,2020-01-18,2020-02-07,2020-01-03
TK,954.83,Turkish Airlines,MUC,BOM,2020-01-18,2020-02-07,2020-01-03
AZ,982.03,Alitalia,MUC,BOM,2020-01-18,2020-02-07,2020-01-03
AI,1005.83,Air India,MUC,BOM,2020-01-18,2020-02-07,2020-01-03
CA,1799.73,Air China,MUC,BOM,2020-01-18,2020-02-07,2020-01-03
QF,7750.49,Qantas Airways,MUC,BOM,2020-01-18,2020-02-07,2020-01-03
KL,599.42,KLM Royal Dutch Airlines,MUC,BOM,2020-02-02,2020-02-22,2020-01-03
WY,607.93,Oman Air,MUC,BOM,2020-02-02,2020-02-22,2020-01-03
AF,608.95,Air France,MUC,BOM,2020-02-02,2020-02-22,2020-01-03
EK,618.49,Emirates,MUC,BOM,2020-02-02,2020-02-22,2020-01-03
EY,639.48,Etihad,MUC,BOM,2020-02-02,2020-02-22,2020-01-03
LX,711.33,Swiss Air,MUC,BOM,2020-02-02,2020-02-22,2020-01-03
LH,731.98,Lufthansa,MUC,BOM,2020-02-02,2020-02-22,2020-01-03
QR,763.51,Qatar Airways,MUC,BOM,2020-02-02,2020-02-22,2020-01-03
TK,824.83,Turkish Airlines,MUC,BOM,2020-02-02,2020-02-22,2020-01-03
BA,906.3,British Airways,MUC,BOM,2020-02-02,2020-02-22,2020-01-03
AZ,967.03,Alitalia,MUC,BOM,2020-02-02,2020-02-22,2020-01-03
AI,1005.83,Air India,MUC,BOM,2020-02-02,2020-02-22,2020-01-03
QF,7750.49,Qantas Airways,MUC,BOM,2020-02-02,2020-02-22,2020-01-03
KL,506.2,KLM Royal Dutch Airlines,MUC,BOM,2020-03-03,2020-03-23,2020-01-03
AF,506.32,Air France,MUC,BOM,2020-03-03,2020-03-23,2020-01-03
TK,519.89,Turkish Airlines,MUC,BOM,2020-03-03,2020-03-23,2020-01-03
WY,587.99,Oman Air,MUC,BOM,2020-03-03,2020-03-23,2020-01-03
EK,598.55,Emirates,MUC,BOM,2020-03-03,2020-03-23,2020-01-03
EY,599.54,Etihad,MUC,BOM,2020-03-03,2020-03-23,2020-01-03
UL,614.55,Sri Lankan Airlines,MUC,BOM,2020-03-03,2020-03-23,2020-01-03
LH,626.89,Lufthansa,MUC,BOM,2020-03-03,2020-03-23,2020-01-03
LX,627.1,Swiss Air,MUC,BOM,2020-03-03,2020-03-23,2020-01-03
BA,670.36,British Airways,MUC,BOM,2020-03-03,2020-03-23,2020-01-03
QR,723.57,Qatar Airways,MUC,BOM,2020-03-03,2020-03-23,2020-01-03
AZ,952.09,Alitalia,MUC,BOM,2020-03-03,2020-03-23,2020-01-03
AI,1005.89,Air India,MUC,BOM,2020-03-03,2020-03-23,2020-01-03
QF,7750.55,Qantas Airways,MUC,BOM,2020-03-03,2020-03-23,2020-01-03
AF,546.26,Air France,MUC,BOM,2020-04-02,2020-04-22,2020-01-03
KL,547.23,KLM Royal Dutch Airlines,MUC,BOM,2020-04-02,2020-04-22,2020-01-03
WY,605.93,Oman Air,MUC,BOM,2020-04-02,2020-04-22,2020-01-03
LX,685.04,Swiss Air,MUC,BOM,2020-04-02,2020-04-22,2020-01-03
LH,685.54,Lufthansa,MUC,BOM,2020-04-02,2020-04-22,2020-01-03
EK,738.49,Emirates,MUC,BOM,2020-04-02,2020-04-22,2020-01-03
KU,752.25,Kuwait Airways,MUC,BOM,2020-04-02,2020-04-22,2020-01-03
BA,790.98,British Airways,MUC,BOM,2020-04-02,2020-04-22,2020-01-03
QR,811.51,Qatar Airways,MUC,BOM,2020-04-02,2020-04-22,2020-01-03
AI,1128.83,Air India,MUC,BOM,2020-04-02,2020-04-22,2020-01-03
UL,1255.49,Sri Lankan Airlines,MUC,BOM,2020-04-02,2020-04-22,2020-01-03
QF,7768.49,Qantas Airways,MUC,BOM,2020-04-02,2020-04-22,2020-01-03
WY,607.92,Oman Air,MUC,DEL,2020-01-04,2020-01-24,2020-01-03
SU,630.9,Aeroflot,MUC,DEL,2020-01-04,2020-01-24,2020-01-03
AY,648.78,Finn Air,MUC,DEL,2020-01-04,2020-01-24,2020-01-03
LX,656.32,Swiss Air,MUC,DEL,2020-01-04,2020-01-24,2020-01-03
KL,695.41,KLM Royal Dutch Airlines,MUC,DEL,2020-01-04,2020-01-24,2020-01-03
AF,695.53,Air France,MUC,DEL,2020-01-04,2020-01-24,2020-01-03
AZ,719.36,Alitalia,MUC,DEL,2020-01-04,2020-01-24,2020-01-03
KU,728.24,Kuwait Airways,MUC,DEL,2020-01-04,2020-01-24,2020-01-03
TK,767.82,Turkish Airlines,MUC,DEL,2020-01-04,2020-01-24,2020-01-03
EY,857.47,Etihad,MUC,DEL,2020-01-04,2020-01-24,2020-01-03
LH,860.82,Lufthansa,MUC,DEL,2020-01-04,2020-01-24,2020-01-03
QR,875.75,Qatar Airways,MUC,DEL,2020-01-04,2020-01-24,2020-01-03
AI,992.82,Air India,MUC,DEL,2020-01-04,2020-01-24,2020-01-03
EK,1015.48,Emirates,MUC,DEL,2020-01-04,2020-01-24,2020-01-03
PS,1446.45,Ukraine International Airlines,MUC,DEL,2020-01-04,2020-01-24,2020-01-03
LO,3533.45,LOT Polish Airlines,MUC,DEL,2020-01-04,2020-01-24,2020-01-03
CA,6243.46,Air China,MUC,DEL,2020-01-04,2020-01-24,2020-01-03
KL,452.47,KLM Royal Dutch Airlines,MUC,DEL,2020-01-10,2020-01-30,2020-01-03
AY,528.42,Finn Air,MUC,DEL,2020-01-10,2020-01-30,2020-01-03
LO,562.25,LOT Polish Airlines,MUC,DEL,2020-01-10,2020-01-30,2020-01-03
WY,587.98,Oman Air,MUC,DEL,2020-01-10,2020-01-30,2020-01-03
LX,617.09,Swiss Air,MUC,DEL,2020-01-10,2020-01-30,2020-01-03
EK,618.54,Emirates,MUC,DEL,2020-01-10,2020-01-30,2020-01-03
SU,630.96,Aeroflot,MUC,DEL,2020-01-10,2020-01-30,2020-01-03
AZ,674.42,Alitalia,MUC,DEL,2020-01-10,2020-01-30,2020-01-03
LH,697.59,Lufthansa,MUC,DEL,2020-01-10,2020-01-30,2020-01-03
TK,737.88,Turkish Airlines,MUC,DEL,2020-01-10,2020-01-30,2020-01-03
OS,756.66,Austrian Airlines,MUC,DEL,2020-01-10,2020-01-30,2020-01-03
QR,797.56,Qatar Airways,MUC,DEL,2020-01-10,2020-01-30,2020-01-03
AI,952.88,Air India,MUC,DEL,2020-01-10,2020-01-30,2020-01-03
PS,1731.85,Ukraine International Airlines,MUC,DEL,2020-01-10,2020-01-30,2020-01-03
CA,1764.78,Air China,MUC,DEL,2020-01-10,2020-01-30,2020-01-03
AF,1945.33,Air France,MUC,DEL,2020-01-10,2020-01-30,2020-01-03
KL,452.41,KLM Royal Dutch Airlines,MUC,DEL,2020-01-18,2020-02-07,2020-01-03
AY,528.78,Finn Air,MUC,DEL,2020-01-18,2020-02-07,2020-01-03
SU,570.9,Aeroflot,MUC,DEL,2020-01-18,2020-02-07,2020-01-03
LX,616.32,Swiss Air,MUC,DEL,2020-01-18,2020-02-07,2020-01-03
EY,628.47,Etihad,MUC,DEL,2020-01-18,2020-02-07,2020-01-03
EK,638.48,Emirates,MUC,DEL,2020-01-18,2020-02-07,2020-01-03
LH,655.82,Lufthansa,MUC,DEL,2020-01-18,2020-02-07,2020-01-03
WY,663.92,Oman Air,MUC,DEL,2020-01-18,2020-02-07,2020-01-03
KU,697.24,Kuwait Airways,MUC,DEL,2020-01-18,2020-02-07,2020-01-03
AZ,719.36,Alitalia,MUC,DEL,2020-01-18,2020-02-07,2020-01-03
TK,742.82,Turkish Airlines,MUC,DEL,2020-01-18,2020-02-07,2020-01-03
AF,746.53,Air France,MUC,DEL,2020-01-18,2020-02-07,2020-01-03
QR,837.5,Qatar Airways,MUC,DEL,2020-01-18,2020-02-07,2020-01-03
AI,952.82,Air India,MUC,DEL,2020-01-18,2020-02-07,2020-01-03
PS,1066.45,Ukraine International Airlines,MUC,DEL,2020-01-18,2020-02-07,2020-01-03
LO,3533.45,LOT Polish Airlines,MUC,DEL,2020-01-18,2020-02-07,2020-01-03
CA,6302.46,Air China,MUC,DEL,2020-01-18,2020-02-07,2020-01-03
KL,452.41,KLM Royal Dutch Airlines,MUC,DEL,2020-02-02,2020-02-22,2020-01-03
LO,522.21,LOT Polish Airlines,MUC,DEL,2020-02-02,2020-02-22,2020-01-03
AY,528.78,Finn Air,MUC,DEL,2020-02-02,2020-02-22,2020-01-03
AF,574.53,Air France,MUC,DEL,2020-02-02,2020-02-22,2020-01-03
SU,610.9,Aeroflot,MUC,DEL,2020-02-02,2020-02-22,2020-01-03
EK,618.48,Emirates,MUC,DEL,2020-02-02,2020-02-22,2020-01-03
WY,643.92,Oman Air,MUC,DEL,2020-02-02,2020-02-22,2020-01-03
AZ,647.36,Alitalia,MUC,DEL,2020-02-02,2020-02-22,2020-01-03
LX,647.63,Swiss Air,MUC,DEL,2020-02-02,2020-02-22,2020-01-03
CA,679.02,Air China,MUC,DEL,2020-02-02,2020-02-22,2020-01-03
LH,687.13,Lufthansa,MUC,DEL,2020-02-02,2020-02-22,2020-01-03
OS,785.75,Austrian Airlines,MUC,DEL,2020-02-02,2020-02-22,2020-01-03
TK,792.82,Turkish Airlines,MUC,DEL,2020-02-02,2020-02-22,2020-01-03
QR,837.5,Qatar Airways,MUC,DEL,2020-02-02,2020-02-22,2020-01-03
AI,960.41,Air India,MUC,DEL,2020-02-02,2020-02-22,2020-01-03
PS,1066.45,Ukraine International Airlines,MUC,DEL,2020-02-02,2020-02-22,2020-01-03
KL,452.41,KLM Royal Dutch Airlines,MUC,DEL,2020-03-03,2020-03-23,2020-01-03
AF,452.53,Air France,MUC,DEL,2020-03-03,2020-03-23,2020-01-03
LO,481.21,LOT Polish Airlines,MUC,DEL,2020-03-03,2020-03-23,2020-01-03
AY,528.78,Finn Air,MUC,DEL,2020-03-03,2020-03-23,2020-01-03
WY,567.92,Oman Air,MUC,DEL,2020-03-03,2020-03-23,2020-01-03
EK,598.48,Emirates,MUC,DEL,2020-03-03,2020-03-23,2020-01-03
SU,610.9,Aeroflot,MUC,DEL,2020-03-03,2020-03-23,2020-01-03
EY,620.47,Etihad,MUC,DEL,2020-03-03,2020-03-23,2020-01-03
LH,647.13,Lufthansa,MUC,DEL,2020-03-03,2020-03-23,2020-01-03
LX,647.63,Swiss Air,MUC,DEL,2020-03-03,2020-03-23,2020-01-03
TK,651.82,Turkish Airlines,MUC,DEL,2020-03-03,2020-03-23,2020-01-03
AZ,659.42,Alitalia,MUC,DEL,2020-03-03,2020-03-23,2020-01-03
QR,797.5,Qatar Airways,MUC,DEL,2020-03-03,2020-03-23,2020-01-03
AI,945.41,Air India,MUC,DEL,2020-03-03,2020-03-23,2020-01-03
PS,1066.45,Ukraine International Airlines,MUC,DEL,2020-03-03,2020-03-23,2020-01-03
KL,513.59,KLM Royal Dutch Airlines,MUC,DEL,2020-04-02,2020-04-22,2020-01-03
AF,521.62,Air France,MUC,DEL,2020-04-02,2020-04-22,2020-01-03
SU,623.85,Aeroflot,MUC,DEL,2020-04-02,2020-04-22,2020-01-03
KU,631.24,Kuwait Airways,MUC,DEL,2020-04-02,2020-04-22,2020-01-03
LX,635.03,Swiss Air,MUC,DEL,2020-04-02,2020-04-22,2020-01-03
LH,635.53,Lufthansa,MUC,DEL,2020-04-02,2020-04-22,2020-01-03
AZ,677.42,Alitalia,MUC,DEL,2020-04-02,2020-04-22,2020-01-03
WY,697.92,Oman Air,MUC,DEL,2020-04-02,2020-04-22,2020-01-03
EK,739.48,Emirates,MUC,DEL,2020-04-02,2020-04-22,2020-01-03
EY,856.47,Etihad,MUC,DEL,2020-04-02,2020-04-22,2020-01-03
QR,885.5,Qatar Airways,MUC,DEL,2020-04-02,2020-04-22,2020-01-03
AI,1010.82,Air India,MUC,DEL,2020-04-02,2020-04-22,2020-01-03
PS,1084.45,Ukraine International Airlines,MUC,DEL,2020-04-02,2020-04-22,2020-01-03
QF,7755.48,Qantas Airways,MUC,DEL,2020-04-02,2020-04-22,2020-01-03
BA,768.07,British Airways,MUC,BLR,2020-01-04,2020-01-24,2020-01-03
WY,843.98,Oman Air,MUC,BLR,2020-01-04,2020-01-24,2020-01-03
LH,941.34,Lufthansa,MUC,BLR,2020-01-04,2020-01-24,2020-01-03
EK,946.54,Emirates,MUC,BLR,2020-01-04,2020-01-24,2020-01-03
LX,953.09,Swiss Air,MUC,BLR,2020-01-04,2020-01-24,2020-01-03
EY,962.53,Etihad,MUC,BLR,2020-01-04,2020-01-24,2020-01-03
QR,979.56,Qatar Airways,MUC,BLR,2020-01-04,2020-01-24,2020-01-03
AF,992.11,Air France,MUC,BLR,2020-01-04,2020-01-24,2020-01-03
TG,1114.12,Thai Airways,MUC,BLR,2020-01-04,2020-01-24,2020-01-03
AZ,1175.08,Alitalia,MUC,BLR,2020-01-04,2020-01-24,2020-01-03
SQ,1267.88,Singapore Airlines,MUC,BLR,2020-01-04,2020-01-24,2020-01-03
TK,1295.88,Turkish Airlines,MUC,BLR,2020-01-04,2020-01-24,2020-01-03
UL,1636.54,Sri Lankan Airlines,MUC,BLR,2020-01-04,2020-01-24,2020-01-03
QF,8339.54,Qantas Airways,MUC,BLR,2020-01-04,2020-01-24,2020-01-03
KL,542.53,KLM Royal Dutch Airlines,MUC,BLR,2020-01-10,2020-01-30,2020-01-03
AF,542.65,Air France,MUC,BLR,2020-01-10,2020-01-30,2020-01-03
EY,682.59,Etihad,MUC,BLR,2020-01-10,2020-01-30,2020-01-03
EK,709.6,Emirates,MUC,BLR,2020-01-10,2020-01-30,2020-01-03
WY,868.04,Oman Air,MUC,BLR,2020-01-10,2020-01-30,2020-01-03
QR,903.62,Qatar Airways,MUC,BLR,2020-01-10,2020-01-30,2020-01-03
LH,960.09,Lufthansa,MUC,BLR,2020-01-10,2020-01-30,2020-01-03
TG,999.18,Thai Airways,MUC,BLR,2020-01-10,2020-01-30,2020-01-03
TK,1079.94,Turkish Airlines,MUC,BLR,2020-01-10,2020-01-30,2020-01-03
BA,1108.91,British Airways,MUC,BLR,2020-01-10,2020-01-30,2020-01-03
SQ,1117.94,Singapore Airlines,MUC,BLR,2020-01-10,2020-01-30,2020-01-03
AZ,1160.14,Alitalia,MUC,BLR,2020-01-10,2020-01-30,2020-01-03
QF,8339.6,Qantas Airways,MUC,BLR,2020-01-10,2020-01-30,2020-01-03
UL,699.54,Sri Lankan Airlines,MUC,BLR,2020-01-18,2020-02-07,2020-01-03
EY,702.53,Etihad,MUC,BLR,2020-01-18,2020-02-07,2020-01-03
EK,729.54,Emirates,MUC,BLR,2020-01-18,2020-02-07,2020-01-03
BA,756.35,British Airways,MUC,BLR,2020-01-18,2020-02-07,2020-01-03
WY,887.98,Oman Air,MUC,BLR,2020-01-18,2020-02-07,2020-01-03
QR,943.56,Qatar Airways,MUC,BLR,2020-01-18,2020-02-07,2020-01-03
LX,953.09,Swiss Air,MUC,BLR,2020-01-18,2020-02-07,2020-01-03
LH,960.03,Lufthansa,MUC,BLR,2020-01-18,2020-02-07,2020-01-03
SQ,977.88,Singapore Airlines,MUC,BLR,2020-01-18,2020-02-07,2020-01-03
TG,999.12,Thai Airways,MUC,BLR,2020-01-18,2020-02-07,2020-01-03
AF,1011.11,Air France,MUC,BLR,2020-01-18,2020-02-07,2020-01-03
AZ,1175.08,Alitalia,MUC,BLR,2020-01-18,2020-02-07,2020-01-03
TK,1186.88,Turkish Airlines,MUC,BLR,2020-01-18,2020-02-07,2020-01-03
QF,8339.54,Qantas Airways,MUC,BLR,2020-01-18,2020-02-07,2020-01-03
KL,589.47,KLM Royal Dutch Airlines,MUC,BLR,2020-02-02,2020-02-22,2020-01-03
AF,589.59,Air France,MUC,BLR,2020-02-02,2020-02-22,2020-01-03
EY,702.53,Etihad,MUC,BLR,2020-02-02,2020-02-22,2020-01-03
EK,709.54,Emirates,MUC,BLR,2020-02-02,2020-02-22,2020-01-03
BA,756.35,British Airways,MUC,BLR,2020-02-02,2020-02-22,2020-01-03
LH,835.03,Lufthansa,MUC,BLR,2020-02-02,2020-02-22,2020-01-03
WY,867.98,Oman Air,MUC,BLR,2020-02-02,2020-02-22,2020-01-03
LX,923.09,Swiss Air,MUC,BLR,2020-02-02,2020-02-22,2020-01-03
TK,925.88,Turkish Airlines,MUC,BLR,2020-02-02,2020-02-22,2020-01-03
QR,943.56,Qatar Airways,MUC,BLR,2020-02-02,2020-02-22,2020-01-03
TG,1028.12,Thai Airways,MUC,BLR,2020-02-02,2020-02-22,2020-01-03
AZ,1160.08,Alitalia,MUC,BLR,2020-02-02,2020-02-22,2020-01-03
QF,8339.54,Qantas Airways,MUC,BLR,2020-02-02,2020-02-22,2020-01-03
KL,542.99,KLM Royal Dutch Airlines,MUC,BLR,2020-03-03,2020-03-23,2020-01-03
AF,543.11,Air France,MUC,BLR,2020-03-03,2020-03-23,2020-01-03
QR,644.56,Qatar Airways,MUC,BLR,2020-03-03,2020-03-23,2020-01-03
TK,670.88,Turkish Airlines,MUC,BLR,2020-03-03,2020-03-23,2020-01-03
EK,689.54,Emirates,MUC,BLR,2020-03-03,2020-03-23,2020-01-03
UL,699.54,Sri Lankan Airlines,MUC,BLR,2020-03-03,2020-03-23,2020-01-03
EY,712.53,Etihad,MUC,BLR,2020-03-03,2020-03-23,2020-01-03
LH,731.34,Lufthansa,MUC,BLR,2020-03-03,2020-03-23,2020-01-03
BA,756.35,British Airways,MUC,BLR,2020-03-03,2020-03-23,2020-01-03
WY,847.98,Oman Air,MUC,BLR,2020-03-03,2020-03-23,2020-01-03
TG,999.12,Thai Airways,MUC,BLR,2020-03-03,2020-03-23,2020-01-03
AZ,1145.14,Alitalia,MUC,BLR,2020-03-03,2020-03-23,2020-01-03
QF,8339.54,Qantas Airways,MUC,BLR,2020-03-03,2020-03-23,2020-01-03
SV,596.76,Saudia,MUC,BLR,2020-04-02,2020-04-22,2020-01-03
AF,611.69,Air France,MUC,BLR,2020-04-02,2020-04-22,2020-01-03
KL,612.66,KLM Royal Dutch Airlines,MUC,BLR,2020-04-02,2020-04-22,2020-01-03
LH,665.26,Lufthansa,MUC,BLR,2020-04-02,2020-04-22,2020-01-03
BA,809.41,British Airways,MUC,BLR,2020-04-02,2020-04-22,2020-01-03
WY,868.36,Oman Air,MUC,BLR,2020-04-02,2020-04-22,2020-01-03
TG,877.5,Thai Airways,MUC,BLR,2020-04-02,2020-04-22,2020-01-03
EY,932.91,Etihad,MUC,BLR,2020-04-02,2020-04-22,2020-01-03
EK,969.92,Emirates,MUC,BLR,2020-04-02,2020-04-22,2020-01-03
QR,994.94,Qatar Airways,MUC,BLR,2020-04-02,2020-04-22,2020-01-03
SQ,1028.26,Singapore Airlines,MUC,BLR,2020-04-02,2020-04-22,2020-01-03
UL,1277.92,Sri Lankan Airlines,MUC,BLR,2020-04-02,2020-04-22,2020-01-03
